,text_lower
827,b'@tashavaseyx hi tash. sorry for the delay in our reply and the issues in getting through to us. can you tell me a l\xe2\x80\xa6 https://t.co/8bk9mlu7fs'
828,"b'@wbutts73 alternatively, you can send a signed, written request to: barclaycard, po box 10200, wigston, le18 9er. nicola 2/2'"
829,"b""@wbutts73 hi wayne. our phone lines are extremely busy at the moment, i'm sorry you weren't able to get through. if\xe2\x80\xa6 https://t.co/5vekxijjji"""
830,"b'@beardyirish hi mark, we have fewer colleagues than usual answering the phones right now because of the coronavirus\xe2\x80\xa6 https://t.co/lpugsezzuj'"
831,"b""@dee_dhokia i've responded to your private message dee. thanks for holding on. brendan"""
832,"b'@bbeachboundd hi dan. sorry for the delay in our reply. interest will still be applied during this time. however, t\xe2\x80\xa6 https://t.co/gxuvejqe5a'"
833,"b""@lucymazx hi lucy, you can dispute a transaction online right here: https://t.co/o2v1fofjwv there's lots of helpful\xe2\x80\xa6 https://t.co/wzptuvbiq2"""
834,"b""@daviddileyuk thanks for your tweet, david. it's appreciated and i'll pass your thanks on to brendan and dean :) nicola"""
835,"b""@alexllyod92 hi alex, i am sorry for the delay, we've been super busy across all channels. can you pop over to dm\xe2\x80\xa6 https://t.co/ioba7mqorj"""
836,"b""@davey_reegs hi davey. i'm really sorry about your wait. we're a lot busier than normal at the moment. can you tell\xe2\x80\xa6 https://t.co/ud86ab9os1"""
837,"b'@joeyeti91 @klm can you pop over to dm and let us know what klm have told you? also, if you have atol protection pl\xe2\x80\xa6 https://t.co/lpssiwen8b'"
838,"b'@thisisgaryking you can apply here: https://t.co/2c3pnxzqpy. if you\xe2\x80\x99ve missed a payment in either march or april, (\xe2\x80\xa6 https://t.co/x3i0b0dshq'"
839,b'@thisisgaryking hi gary. if your income has been affected by coronavirus then you may be entitled to a barclaycard\xe2\x80\xa6 https://t.co/x9g9bopdgy'
840,b'@mistergurd 2/2 this will take the actions needed and update you as soon as it is possible. thanks. brendan'
841,b'@mistergurd hi gj. we have fewer colleagues than usual  because of the coronavirus outbreak. in turn we\xe2\x80\x99re also see\xe2\x80\xa6 https://t.co/fxv5w56c6a'
842,b'@gravit78 hi there. sorry for the delay in our reply. our team are a lot busier than usual. can you tell me a littl\xe2\x80\xa6 https://t.co/dfd5e8xyou'
843,"b'@hyndabohdan hi there, we have a things in place to help customers who are feeling the financial effect of the curr\xe2\x80\xa6 https://t.co/c173uk0ovj'"
844,b'@jdm_designs hi jonathan. sorry for the late reply. if you would like to let me know your statement query please dr\xe2\x80\xa6 https://t.co/ctniq2mfef'
845,b'@arabesque_gifts hi. having fewer colleagues than usual on the phones right now because of the coronavirus outbreak\xe2\x80\xa6 https://t.co/rhc7lm682y'
846,b'@ohhayfishhh hi there. sorry for the delayed reply. did you manage to speak to someone to get this sorted? thanks brendan'
847,"b'@joelryan01 can you tell me a little more about what you needed to speak to us about? please feel free to dm, if yo\xe2\x80\xa6 https://t.co/amo0a89gk0'"
848,"b""@joelryan01 hi joel. i'm sorry for the delay in getting back to you. we're experiencing high demand across all of o\xe2\x80\xa6 https://t.co/doqc86bate"""
849,"b'don\xe2\x80\x99t let scammers take cash that\xe2\x80\x99s intended for charities. if you\xe2\x80\x99re donating money, check it\xe2\x80\x99s going to the right\xe2\x80\xa6 https://t.co/lx4nlsbye7'"
850,"b'@alisonsawyer if you\xe2\x80\x99ve missed a payment in either march or april, (or if you\xe2\x80\x99re worried that you\xe2\x80\x99re about to miss\xe2\x80\xa6 https://t.co/vdoyoilyao'"
851,"b""@alisonsawyer i'm sorry for the delay in getting back to you. we're experiencing high demand across all of our chan\xe2\x80\xa6 https://t.co/zfnuzkxafv"""
852,b'@honey_bee_4 @justanswer hi melissa. if your account is in credit then you can request this back here -\xe2\x80\xa6 https://t.co/qvmdykzfih'
853,"b""@dotty_mcc please send me a dm with what you need to see if it's anything i can help you with. thanks brendan 2/2 https://t.co/mpqb4etryv"""
854,b'@dotty_mcc hi dotty. sorry about this. we have a smaller number of colleagues than usual able to answer the phones\xe2\x80\xa6 https://t.co/8xvbowm1jg'
855,b'@ally1889 hi ally. it shoudl show the first 6 digits of the card so you just need to match it to the one you need t\xe2\x80\xa6 https://t.co/n7fgrpgasg'
856,"b'@nivinea hi. sorry for the delay. our team is seeing a high volume of disputes at the moment, which comes at a time\xe2\x80\xa6 https://t.co/8unpx5so4b'"
857,"b""@mongan7 hi kris. sorry for the hold up, can you pop over to dm on the button below and we'll see if we can help yo\xe2\x80\xa6 https://t.co/yvzqhnxokh"""
858,"b""@culture_katy hi katy. sorry for the delay, if you can pop over to dm on the button below we'll see what we can do\xe2\x80\xa6 https://t.co/elohmz7omo"""
859,"b""@charlq hi charlotte. sorry for the hold up in getting back to you. i'll pick up your dm now. thanks, brendan"""
860,b'@daniel_peers hi daniel. the only thing i can suggest right now is maybe trying to delete your card from the app an\xe2\x80\xa6 https://t.co/94jhavldfc'
861,b'@georgiecoxx hi georgia. sorry for the late response. did you manage to speak to anyone since you got in touch? if\xe2\x80\xa6 https://t.co/pgqtl1auig'
862,"b'@blueraj999 hi there, did you get this sorted? can you send me a screenshot of the problem you are facing in a dm?\xe2\x80\xa6 https://t.co/mwgso9nkdy'"
863,"b""@henrybruford i'm sorry to hear this henry, have you sent the messages through online banking? also, did you manage\xe2\x80\xa6 https://t.co/u4o16w7qip"""
864,"b""@chryswood hi chrys. i've responded to you other post. what happened online. did it not allow you to do this? drop\xe2\x80\xa6 https://t.co/hbrokmrnnl"""
865,"b""@chryswood hi chrys, orry for the delayed response. with less staff due to the pandemic it's taking longer for our\xe2\x80\xa6 https://t.co/px2eqiu4fh"""
866,"b""@simonaccountant i'm very sorry about this simon, did you manage to get sorted? if not, pop over to dm and let me k\xe2\x80\xa6 https://t.co/wsghkwe6nw"""
867,b'@leicesterian our payment holiday form is now live.  all the info you need to apply is right here:\xe2\x80\xa6 https://t.co/yntbtetr81'
868,"b""@holliemorgan10 really glad to hear that's sorted now. thank you so much for your patience with us right now. take care and stay safe. leigh"""
869,"b""@lmcswish thanks for clarifying this to me luke, in this instance we'd really need to speak to you over the phone t\xe2\x80\xa6 https://t.co/nclkud3chj"""
870,"b'@mollier77 hi there, i have noticed your tweet and would like to help. have you raised your chargeback? leigh'"
871,"b'@ameloah this is certainly something we need to get to the bottom of patricia, i know it\xe2\x80\x99s not ideal right now, but\xe2\x80\xa6 https://t.co/hunldiyjqv'"
872,"b'@monie4112 offers can come and go daily and what can be an option one day, could change the next. this could be a c\xe2\x80\xa6 https://t.co/zciuyfw5in'"
873,"b'@teambuchan hi katharine, i can help you with these. you can apply for a payment holiday for the credit card on our\xe2\x80\xa6 https://t.co/nacn3vknsq'"
874,"b'@mulei04 hi peetah, our friends at barclays usa will be able to help further from their page @askbarclaysus monday\xe2\x80\xa6 https://t.co/nf19q5fila'"
875,"b""@anavk i appreciate that the call times are frustrating, i promise we're trying to help as fast as we can. what is\xe2\x80\xa6 https://t.co/ssthjonmhm"""
876,"b'@ifwewouldnot hey david, you can now request that we transfer your credit balance back to your bank account online\xe2\x80\xa6 https://t.co/wjmupphwdp'"
877,"b'@damageddolphin sorry for the confusion, it looks like you may be a @askbarclaysus customer. you can contact them m\xe2\x80\xa6 https://t.co/hy3v8ktrtm'"
878,b'@carlo6680 hi carl sorry for the late reply. you can query a transaction via your online account to raise an invest\xe2\x80\xa6 https://t.co/cjyfflvtvn'
879,b'@robbarker1982 hi rob. you will need to make the minimum payment as shown on your last statement. any refunds will\xe2\x80\xa6 https://t.co/u6ocwash0v'
880,"b'@kellywelburn hi kelly, sorry about this. there are delays in these things getting processed due to the pandemic an\xe2\x80\xa6 https://t.co/9ulzjy68wo'"
881,"b'@kerbyemily hi emily. sorry, we have fewer colleagues investigating cases right now because of the pandemic.  this\xe2\x80\xa6 https://t.co/rdgrlxq8ly'"
882,b'for more information please visit: https://t.co/8snaqss9kh https://t.co/6jbavrjkpg'
883,"b""@rqmorrel hi rob, this doesn't sound good. i would love to help but you have come through to barclaycard uk. you'll\xe2\x80\xa6 https://t.co/mdzedqeajj"""
884,"b'@uribeanairis hi anairis, sorry to read about that. it looks like you will need to contact the team in the us so th\xe2\x80\xa6 https://t.co/nafxtnxblt'"
885,b'@gchar65 from us then please do drop us a further message here and we\xe2\x80\x99ll get back to you as quickly as we can. stay safe. brendan 3/3'
886,"b'@gchar65 we appreciate this may be frustrating, and our colleagues are working as quickly as possible to try and he\xe2\x80\xa6 https://t.co/pmdimeef9u'"
887,"b'@gchar65 hi charlie, sorry for the delay. we have fewer colleagues than usual answering the phones right now becaus\xe2\x80\xa6 https://t.co/8fspx9g8kx'"
888,"b'@anorakmk2phil hi phil, due to fewer staff because of the current pandemic it may take longer for this specialist t\xe2\x80\xa6 https://t.co/aqqe6svl5k'"
889,b'@roosterios hi there. it may be possible for you to sign up for online banking to help manage your account.. if you\xe2\x80\xa6 https://t.co/hn7umukfcm'
890,"b""@tezo89 hi tez\xc3\xb2. i can't really advise on what would happen but the team you got through to will take the necessary\xe2\x80\xa6 https://t.co/ptw60nww0t"""
891,"b'@j_grant1109 2/2 ...transaction list along with the expiry of the offer. i hope that helps.\nthanks, brendan'"
892,"b""@j_grant1109 you won't see this in your available offers such as where your balance transfers are shown as you don'\xe2\x80\xa6 https://t.co/hzvghpuvtz"""
893,"b'@marcodefig hi marco, sorry for the delay. it looks like you will need to speak to our digital team on 0800 161 530\xe2\x80\xa6 https://t.co/zddjwt71zr'"
894,b'@londonfoodieguy hi there and thank you so much for bearing with us during this busy time. if you are still having\xe2\x80\xa6 https://t.co/siharif4dp'
895,"b""@benbarker1975 perfect! we're here 24/7 if you need us for anything else ben. take care :) brogan"""
896,"b'@qweenthing morning. to get you right the help, can i check if this is linked to a us or uk account? thanks, brendan'"
897,"b'@ali_m_taylor hi alexandra. is this a uk account? if so, your payment will go towards the transactions which would\xe2\x80\xa6 https://t.co/6k4pe8ftfd'"
898,"b""@pabintnorth78 @larryandsammy i'm very sorry about this paul, you would need to call the team on 0800 151 0900 or 0\xe2\x80\xa6 https://t.co/rx6owv20vd"""
899,b'@wullie71434565 can you tell me the error code or error message that\xe2\x80\x99s popping up? have you tried logging into the\xe2\x80\xa6 https://t.co/adcx3x4nx8'
900,b'@ashiihamid hi ashii. sorry for the delay in getting back to you. i can see your dm but if looks as though you\xe2\x80\x99ve n\xe2\x80\xa6 https://t.co/7trggppwlj'
901,b'@holliemorgan10 hi hollie. sorry for the delay in getting back to you. have you missed any payments or paid late? andy.'
902,b'@claudelinden we would need to take a closer look at this securely.  the lines are busier than normal due to curren\xe2\x80\xa6 https://t.co/rnl29jttyh'
903,"b'@sueturnbull hi sue, this is a browser issue. please clear your cache and cookies and try again with a different browser. leigh'"
904,"b""@adamdubday thanks for letting me know this adam, it's strange to see that this isn't working for you. would you pl\xe2\x80\xa6 https://t.co/amwzzszh0o"""
905,b'@highburysam hi sam. sorry for the delay in getting back to you. have you had the forms through yet? what did the o\xe2\x80\xa6 https://t.co/vfwh90v0g6'
906,"b'@fayeelizabeth80 @adkent it\xe2\x80\x99s not ideal in the current environment, but it would need to be post, as screen shots c\xe2\x80\xa6 https://t.co/lhbuyvyoba'"
907,"b""@thegoodfoodshop ah, that's great to hear, i'm glad you managed to get sorted in the end. i am sorry again for time\xe2\x80\xa6 https://t.co/xdp2ikemcn"""
908,"b'@fischhenny hi henny, i am sorry that you have not been able to get through to us. we\xe2\x80\x99re are exceptionally busy rig\xe2\x80\xa6 https://t.co/p1sqyehjyr'"
909,"b'@chrisspencer117 hi chris, we are open but we have a reduced number of staff right now. can you tell me why you nee\xe2\x80\xa6 https://t.co/61j4vwcpc8'"
910,"b'@damageddolphin if the account is closed, then you won\xe2\x80\x99t be able to access it online. what is it you needed to log in for? andy.'"
911,"b'@nobby_uk thanks, andy! give us a shout if you need anything else, i hope you had a lovely easter :) rach'"
912,"b'@harley90771056 hello harley, the lines are busier than normal due to current events.  please call 08001510900 (cur\xe2\x80\xa6 https://t.co/mjywa9uetq'"
913,b'@quiveen sorry for the delay and thanks for letting me know this kevin. in this instance i would recommend continui\xe2\x80\xa6 https://t.co/f5wwjpgb47'
914,b'@emmareardon unfortunately this is set automatically as a security precaution for cards. we cannot stop this security feature. lisa'
915,"b""@lmcswish you've mentioned the card is due to close, why is that, luke? feel free to dm. rach"""
916,"b'@fpwilliams71 hello paul, you will need to speak with our customer services on this.  the number is 08001510900 (cu\xe2\x80\xa6 https://t.co/3aqnt6tkql'"
917,"b'@cjmolyneux hi chris, here is our web page with the different options on how to raise this: https://t.co/qjilscyhwj          .  -ross'"
918,"b""@timhewage i'm happy to hear you've been able to get this sorted tim, i'm sorry for the length of time this has tak\xe2\x80\xa6 https://t.co/xchsrzp4jy"""
919,b'@davenportsevent glad to hear that. take care and stay safe. leigh'
920,"b""@ziggya91 i do appreciate your concerns, let me assure you that we're following all of the guidelines set out to us\xe2\x80\xa6 https://t.co/izp9pkgyx6"""
