,text_punct
1156,bKatSutton44 Hi Katharine sorry for the delay in getting back to you Did you manage to get in touch If not pleaxe2x80xa6 httpstcoSPiCTv5Adu
1157,bBane1_1 Hi Aaron sorry for the delay Could you please try clearing the cache and cookies on your device and tryixe2x80xa6 httpstcodXviD6f2vo
1158,bBarclaycard payment holidays are now available for anyone whose income has been affected by coronavirus For full dxe2x80xa6 httpstcoXNUcMO1yR4
1159,bnucleuslondon Hi Peter Im sorry that its taken so long to come back to you we are working as hard as we can toxe2x80xa6 httpstcoQnJBsv84EH
1160,bCharleeStCloud Hi Charlie Im sorry that its taken so long to come back to you we are working as hard as we canxe2x80xa6 httpstcoGZ2lE9Epqc
1161,bLiamMullins16 Hi Liam Im really sorry about this we are working as hard as we can to deal with the amount of quexe2x80xa6 httpstcoWQdCWVoCns
1162,btom_henry1 Hi Tommy Im sorry for the delay in getting back to you weve been super busy across all channels Dixe2x80xa6 httpstcodyXkikR1J8
1163,bthebeercard Hi PaulThanks for your message Im sorry that its taken so long to come back to you We would needxe2x80xa6 httpstcoWamePfS9Ij
1164,bjoshuapsjones Im very sorry about this Joshua weve been super busy across all channels Did she get through toxe2x80xa6 httpstco9l6NEP0DAF
1165,bDormerSteve Hi Stephen Im sorry about this we are working as hard as we can to deal with the amount of queries txe2x80xa6 httpstcoH4QvHNrZkf
1166,bBexster100 You can now request that we transfer your credit balance back to your bank account online to save you hxe2x80xa6 httpstco0gBYZYgQZ1
1167,badamkylegreen Im sorry to hear this Adam weve been super busy across all channels Did you get through If notxe2x80xa6 httpstcoI2MNqdzCr4
1168,bBethanHarriesxo Hi Beth Thanks for your message Im sorry that its taken so long to come back to you we are worxe2x80xa6 httpstcog0uvZWnZPM
1169,ballantjconnell Hi Allan Thanks for your message Im sorry that its taken so long to come back to you we are worxe2x80xa6 httpstcokyALxef8fU
1170,bgeorgin70671677 MoneySavingExp Hi Georgina Im really sorry about this we are working as hard as we can to dealxe2x80xa6 httpstcop7V7hrsZ77
1171,bAsh_470 Hi Ash Im sorry that its taken so long to come back to you This feature isnt available on the app onlxe2x80xa6 httpstcotZOb7v8YrH
1172,bTheGoodFoodShop Hi There Im sorry that its taken so long to come back to you we are working as hard as we can txe2x80xa6 httpstcoxeupQfGAyJ
1173,bnickychurchill Hi Nicky Thanks for your message Im sorry that its taken so long to come back to you we are worxe2x80xa6 httpstcocAMJ11lm8D
1174,bthejamesdixon Hi James did you get through to the team If not pop over to DM and let me know what youre callinxe2x80xa6 httpstcoqlYrZLJ7x3
1175,bIamAMIT_M Sorry for the delay in getting back to you Amit weve been super busy across all channels Did you manaxe2x80xa6 httpstco4jcK5mCp35
1176,bgurtzingher Im sorry for the delay in getting back to you weve been super busy across all channels Have you maxe2x80xa6 httpstcox4RL0CF5yH
1177,bPaulDobson88 Sorry for the delay in getting back to you Paul weve been super busy across all channels Did you gxe2x80xa6 httpstcoztiPfZ6DAZ
1178,bIf you need to view your statements you can easily do so in the Barclaycard app Donxe2x80x99t have the app Find out howxe2x80xa6 httpstcoeWcb0NA1QU
1179,bercingokhantunc Im sorry for the delay in getting back to you weve been super busy across all channels Have yoxe2x80xa6 httpstcozJWuuTzbVg
1180,bchellemacgill We cant check on the delivery of emails Im afraid Chelle but Im sure the team will be in touch shortly Thanks Cass
1181,bRuthGrindrod1 Thats really great to hear that this has been resolved for you Ruth thanks for letting me know Taxe2x80xa6 httpstcovRk1LTB2DK
1182,bpimran786 I am sorry for the delay in getting back to you weve been super busy across all channels Did you manaxe2x80xa6 httpstcoSTiLDaiFk2
1183,bXanderNTweets Hi Xander Thanks for your message sorry that its taken so long to come back to you were workingxe2x80xa6 httpstcouPOICfGSvw
1184,bak_mcrobbie Hi Alison Id like to try and help Can you pop over to DM and let us know when the late fee was addexe2x80xa6 httpstcopoxwbdBEpp
1185,bSButtoo Hi Sumit sorry for the late reply If you take a look at our website it gives you all of the informationxe2x80xa6 httpstcop2ldhOgLmI
1186,bercingokhantunc alphalion8 With the global restrictions in place some of our teams arent available at the momentxe2x80xa6 httpstcoAVCFHdWLxe
1187,bRuthGrindrod1 Hi Ruth Thanks for your message Im sorry that its taken so long to come back to you we are workixe2x80xa6 httpstcoqFER1ldRX3
1188,btravelsofalan Hi Alan our payment holiday form is now live  All the info you need to apply is right herexe2x80xa6 httpstcouuAFvKcqpb
1189,babigailbullen Hi Tiger With the global restrictions in place some of our teams arent available at present whilexe2x80xa6 httpstcokDJtSaO7mh
1190,bmisterbassman49 They are there and taking calls Brian but due to the current situation we have more customers in txe2x80xa6 httpstcoCR5Ykhnk57
1191,bPhil_A_Irving 22 we can If you need an update urgently you would need to call the team directly on 0800 161 5291xe2x80xa6 httpstcoTX8DXpYInF
1192,bPhil_A_Irving Apologies for the late reply Phil Wea re working as hard as we can to get through all of the queriexe2x80xa6 httpstcoJrYSosrTYr
1193,bercingokhantunc Im sorry that its taken so long to come back to you we are working as hard as we can to catch upxe2x80xa6 httpstcouG5Jl0NpXG
1194,bflypeIicanfly Hi Joel Dont worry if you cant make your payment this month due to the impact of Covid19 take axe2x80xa6 httpstcomfCySyt1fo
1195,bcmstygar Im sorry for the delay in getting back to you weve been super busy across all channels Have you beenxe2x80xa6 httpstco6X7CxDOmZJ
1196,bmisterbassman49 Okay Brian in that case youll have to call and speak with our digital team on 0800 161 5300 betwexe2x80xa6 httpstcoQoz0UiuE9k
1197,bInsuranceLitSol Fantastic  thanks for letting us know Kelvin Cass
1198,bRichie_B_Knight Hi Richie With the global restrictions in place some of our teams arent available at the momentxe2x80xa6 httpstcotxrosha0Sy
1199,bwreid306 Hi William nnIxe2x80x99m sorry for the delay in my reply wexe2x80x99re extremely busy at the momentnnI can see itxe2x80x99s bexe2x80xa6 httpstcoUqolK4jPKX
1200,bChristi62390690 Apologies for the late reply in coming back to you were working as hard as we can to go back toxe2x80xa6 httpstco53LlGvebME
1201,bGiveJoshMORE Hi Josh you can now request that we transfer your credit balance back to your bank account online toxe2x80xa6 httpstcoJr37ACXCNN
1202,bGeekDad412 Hi Adam I am very sorry for the delay in getting back to you weve been super busy across all channelxe2x80xa6 httpstcoL2bWBml2Ii
1203,bTheKidSi Im really sorry about this we are working as hard as we can to deal with the amount of queries that we axe2x80xa6 httpstcoiUKV0cXNBP
1204,bRachelpullen19 Really glad that this has been sorted thanks for sharing Dan
1205,bmuckworms Hi Dan Apologies for the late reply if you can delete your cookies and clear your cache and and try rexe2x80xa6 httpstcoH40kZjyg05
1206,bC0tt0n1 Apologies Mark we have limited team members available due to Covid19 and are working as hard as we can txe2x80xa6 httpstcoSRu2I8h7S1
1207,bSamantha55133 Hi Samantha Apologies we are working as hard as we can to deal with all of the queries that we arexe2x80xa6 httpstco53Jkod95Bd
1208,b_Andy_Cope Hi Andy we tried to call you a couple of times yesterday but couldnt get through Im not sure if youxe2x80xa6 httpstco0wTapd60et
1209,bameloah It should happen automatically Patricia Have you checked to see if its been moved to your new account Ixe2x80xa6 httpstcodCFSsheRgS
1210,bthisistheyear Sorry for the delay in getting back to you John Weve just launched a new service online where youxe2x80xa6 httpstcomgZ7HHjtXi
1211,bSaluteMyGayness Mickneal74 Hi Lola are you inputting a UK postcode Thanks Cass
1212,bmummyvikki Hi there Im really sorry for your wait Did you manage to speak to the team If not please let me knxe2x80xa6 httpstcoauNAS3hHbD
1213,bMickneal74 Hi there Michael Thanks for getting in touch sorry for the delay in httpstcoRJ9kmFRZ9e can applxe2x80xa6 httpstcoXI2335bBtJ
1214,bTammyClore Hi there Tammy thanks for getting in touch sorry for the delay in responding Can I ask which team yxe2x80xa6 httpstcoSKDsosLnRD
1215,bMarlonDWSmith I appreciate this is frustrating Marlon We cannot unlock the account via social media as it isnt secure Kristos
1216,btezo89 Hi Tezo Sorry for the delay in our reply Although were experiencing a delay in some areas everything isxe2x80xa6 httpstcoeq94bAPqIn
1217,bInsuranceLitSol Hi Kelvin sorry for the delay We can look to help you with this here nnhttpstcoO2v1FoFjWVxe2x80xa6 httpstcoPFFgLJxXFa
1218,bDan_Linehan Im sorry that youre facing some issues Dan if you need any help then our friends AskBarclaysUS wilxe2x80xa6 httpstcovGaOnxJeo9
1219,bChrisSc02504440 Hi there Chris sorry for the delay I can see my colleague asked you to pop to DM so that we canxe2x80xa6 httpstcoAXPspPry50
1220,bjosiejo30 I hope shes been able to solve this Jo if not can you pop over to DM and let us know if this was on hexe2x80xa6 httpstco0ISb9LwbXM
1221,bbiggerdeffer Mastercard No worries pal take care Thanks Dan
1222,bcali_cali Hi Noelle sorry for the delay in responding to your message We can certainly look to help protect youxe2x80xa6 httpstcoqfn2A2StVs
1223,bbiggerdeffer Mastercard 22  if youre able to leave it until we quieten down a little then that would save you txe2x80xa6 httpstcoSjWl6gAirA
1224,bbiggerdeffer Mastercard Hi There We can get that credit balance transferred back to your bank account for you buxe2x80xa6 httpstcoKWUWNiFgHU
1225,bJordsLiddle Hi Jordan its great to see youve received this We can get the credit balance transferred back to yxe2x80xa6 httpstcoHxQLq3OW2x
1226,bWardy_25 Thanks for your message Im sorry that its taken so long to come back to you on this Sorry that yourexe2x80xa6 httpstcoLDunZHk5xH
1227,bCraftyMartin Hey Kevin Im sorry for the delay in getting back to you weve been super busy across all channelsxe2x80xa6 httpstcoJhHTG9GsBw
1228,bNatchanxo Our payment holiday form is now live  All the info you need to apply is right herexe2x80xa6 httpstco6ijEKhEGsJ
1229,bangelapolanco16 Apologies for the late reply Angela we are swamped on every channel at present and have less teamxe2x80xa6 httpstcon6MEY9jHS6
1230,bJWLevitt Hi Jonathan Our friends over AskBarclaysUS can help you further Theyre available Monday to Friday 9am5pm EST Nicola
1231,bAlexWood_Barton Hi Alex sorry for the delay in getting back to you Did you get this sorted If not please pop oxe2x80xa6 httpstcoTREeE1v49H
1232,b_BillyHall Hi Billy sorry for the delay You dont need to worry and you can certainly look to raise a chargebackxe2x80xa6 httpstco0r1Kpo0S6f
1233,bsciolisthjf Im so sorry about the delay in getting back to you Howard weve been super busy across all channelsxe2x80xa6 httpstcozW46PZUN7X
1234,bmisterbassman49 Hi Brian Apologies for the late reply Can you please delete your cookies and clear your cache anxe2x80xa6 httpstcoGZPi1stH51
1235,bsegar_petal Hi there sorry for the delay Were really busy at the moment one of my colleagues is definitely thexe2x80xa6 httpstcoVCvqxQT2ZR
1236,bShaunGDavey Hi Shaun Im sorry that its taken so long to come back to you we are working as hard as we can to caxe2x80xa6 httpstco38rFwknaZg
1237,biamlauraj Wexe2x80x99ll still charge interest in line with existing rates on your balance during the payment holiday soxe2x80xa6 httpstcockCDIeYc5Z
1238,biamlauraj If youxe2x80x99ve missed a payment in either March or April or if youxe2x80x99re worried that youxe2x80x99re about to miss onexe2x80xa6 httpstcoVDGR34AEcp
1239,biamlauraj You dont need to call us to set this up as you can apply right here httpstco2C3PNxZqPy 24
1240,biamlauraj Hi Laura if your income has been affected by coronavirus then you may be entitled to a Barclaycard paymxe2x80xa6 httpstcot3XJ0XNVJT
1241,bL4UR3_N Hi Lauren Im sorry that its taken so long to come back to you we are working as hard as we can to catchxe2x80xa6 httpstcohg536AeZAQ
1242,bClareBezzant Hey Clare Im sorry for the delay in getting back to you If your income has been affected by coronaxe2x80xa6 httpstcoIz7kx3sTb7
1243,bNickNack024 Hey Nick sorry for the late reply We have fewer colleagues than usual answering the phones right nowxe2x80xa6 httpstcot2RkYSQUbD
1244,bJoshWillJames Im very sorry for the delay in getting back to you Josh weve been super busy across all channelsxe2x80xa6 httpstcoJQEpEzlhny
1245,bKellyWelburn Hey Kelly very sorry for the late reply to your message We have fewer colleagues than usual answerixe2x80xa6 httpstco0aI0Fw7gbu
1246,bkezolly Hi Kerri sorry for the delay I can see one of my colleagues has helped you through the DM you sent us Ixe2x80xa6 httpstcoVIKPwvIiVJ
1247,bgabbyrosenthal Hi Gabby Im really sorry for the delay Were really busy at the moment and this has caused somexe2x80xa6 httpstcogushGFI9Kk
1248,bstephenwilson37 Im very sorry for the delay in getting back to you Stephen weve been super busy across all chanxe2x80xa6 httpstcoNSiChL4tRu
1249,bCFCArran Hey Arran we are still here but we do have fewer colleagues than usual answering the phones right now bexe2x80xa6 httpstco1GJpm7fURm
1250,bLynnElliotEsq You mentioned that you paid for your credit card  is your account with Barclaycard US As were Barxe2x80xa6 httpstcoYtTOcTLYtH
1251,bAdamJParnell When Ive needed to call them Ive set my phone down on charge on loudspeaker getting on with my nxe2x80xa6 httpstcotrProQDxbC
1252,bAdamJParnell Hey Adam as youre not able to access your account online  I can only recommend that you persist inxe2x80xa6 httpstcoDJi9r3zEUd
1253,burbankravdave Hey Dave sorry for the late reply If your income has been affected by coronavirus then you may bexe2x80xa6 httpstco8aHSyO1v5E
1254,bwhitefrank95 I am very sorry for the delay in getting back to you Sean were super busy across all channels Didxe2x80xa6 httpstcoax7ULy5Vp7
1255,bWardy00 Hey Dave what error codes and messages do you get when you try to log in Corrina
1256,bsmnthklly Dm me Samantha Ill see what I can do to help Thanks Nikki httpstcomPqb4etrYV
