,text_common
1121,bmartindrye Martin youre still locked help Drop button well taxe2x80xa6 httpstcosmc5Tz7HMk
1122,bLiamMullins16 Thats great news Liam took longnnTake care stay safennThanksnDan
1123,bPrishalMakwana Prishal Can please advise options quite limited tweet Dan
1124,bThanks_NHS_2020 Sorry getting back Youd apply 3 month payment holidaxe2x80xa6 httpstcoI8qylI0tgc
1125,bTomStannard10 Tom youre still difficulty feel free pop well see whatxe2x80xa6 httpstco2L6k1biUjD
1126,bMC_1894 Hey MC request transfer credit balance back bank account online savexe2x80xa6 httpstcoukxjaJvyih
1127,bfuck_twr Sorry reply This support measure specific UK account holdersxe2x80xa6 httpstcoHANcwzMEqT
1128,bAnnette62702479 You sure Annette find details httpstco60fqQbnoLJ Brendan
1129,b77booth James Sorry hold reply It sounds like may either promotional offer jxe2x80xa6 httpstcoWeDGm2IaZJ
1130,bLondonjenny63 Sorry hold Jenny Did get sorted drop secure message whenxe2x80xa6 httpstcod8znn8Y7Zo
1131,bWarrenChurm Good morning getting back weve extremely busy You apply forxe2x80xa6 httpstcoj7Moaxwgx4
1132,bashishdawra Ashish see one colleagues helped another message pleasxe2x80xa6 httpstcoOC1IpyCLHP
1133,bquiveen Kevin Wexe2x80x99ll take look card see activity Did manage gxe2x80xa6 httpstcosGaQKsWVfZ
1134,bIamwaders You request transfer credit balance back banxe2x80xa6 httpstco7D66uP96EY
1135,bMarkSI_UK Its great see youre facing issues could please lxe2x80xa6 httpstcoagoGI4T2Ug
1136,bMikeLeGeek Mike Sorry getting back Weve received widespread issues wixe2x80xa6 httpstcoNUoLADeh4k
1137,bWullie71434565 Wullie getting touch getting back touch Are yoxe2x80xa6 httpstcoBSBNB1WpVy
1138,blmcswish You arrange get credit balance transferred current account via MyBarclaycard onlinexe2x80xa6 httpstcoAmJZrJDuMx
1139,blmcswish youre still waiting refunds applied card may best keep open theyve completed 12
1140,bJamieGBarry Jamie Sorry getting back What help Ill bestxe2x80xa6 httpstco84sAQ1soAa
1141,bhandshadowgraph Drew Sorry reply That sound strange So take closer lxe2x80xa6 httpstcoh6gRho6IMT
1142,bJackMoylan Jack So getting back You online post save wxe2x80xa6 httpstcoQEk5FQXVne
1143,braverfrosty Paul really reply Did manage speak team canxe2x80xa6 httpstcos41MIeci5G
1144,bdaniel_peers Daniel Sorry getting back Could please detail error youxe2x80xa6 httpstcoFtrnh3Rmbw
1145,bTommyDalton hear Youve tweeting UK team youll tweet friendsxe2x80xa6 httpstcovpRDSFg7yc
1146,bcindyemily Cindy great see happening could please let know thxe2x80xa6 httpstcoA397wVqblD
1147,bSuerivett Sue Sorry getting back Wexe2x80x99ve really busy fronts recently Havexe2x80xa6 httpstcokjkqh8Ly53
1148,bjosharandle NoakSpink Josh Have able speak someone could plexe2x80xa6 httpstcoGEsa0zM2sd
1149,bTimmerfee Tim Its great see youve able get touch Could pleasxe2x80xa6 httpstcoV94PoRNAYE
1150,bScott_Proper_ Our payment holiday form live All info apply right herexe2x80xa6 httpstco6ab1K7vTbc
1151,boctavian88888 You request transfer credit balance back bank account online save yoxe2x80xa6 httpstcoVv8QPB0JJv
1152,barighttweet Daz Its great hear youve faced issues using automatedxe2x80xa6 httpstco9uUPERXHUS
1153,brobhitchman HI Rob reply Can tell error codes messagesxe2x80xa6 httpstcoRigsaxp1fx
1154,bsupinda_dee Dee Sorry getting back You apply holiday online Itxe2x80x99s avaxe2x80xa6 httpstcolpYh9HLzGe
1155,bCathy51584340 Cathy get please pop let know holiday companyxe2x80xa6 httpstcocX3cGW5FJD
1156,bKatSutton44 Katharine getting back Did manage get touch pleaxe2x80xa6 httpstcoSPiCTv5Adu
1157,bBane1_1 Aaron Could please try clearing cache cookies device tryixe2x80xa6 httpstcodXviD6f2vo
1158,bBarclaycard payment holidays available anyone whose income affected coronavirus For full dxe2x80xa6 httpstcoXNUcMO1yR4
1159,bnucleuslondon Peter taken long come back working hard toxe2x80xa6 httpstcoQnJBsv84EH
1160,bCharleeStCloud Charlie taken long come back working hard canxe2x80xa6 httpstcoGZ2lE9Epqc
1161,bLiamMullins16 Liam really working hard deal amount quexe2x80xa6 httpstcoWQdCWVoCns
1162,btom_henry1 Tommy getting back weve super busy across channels Dixe2x80xa6 httpstcodyXkikR1J8
1163,bthebeercard PaulThanks message taken long come back We would needxe2x80xa6 httpstcoWamePfS9Ij
1164,bjoshuapsjones Joshua weve super busy across channels Did get toxe2x80xa6 httpstco9l6NEP0DAF
1165,bDormerSteve Stephen working hard deal amount queries txe2x80xa6 httpstcoH4QvHNrZkf
1166,bBexster100 You request transfer credit balance back bank account online save hxe2x80xa6 httpstco0gBYZYgQZ1
1167,badamkylegreen hear Adam weve super busy across channels Did get notxe2x80xa6 httpstcoI2MNqdzCr4
1168,bBethanHarriesxo Beth message taken long come back worxe2x80xa6 httpstcog0uvZWnZPM
1169,ballantjconnell Allan message taken long come back worxe2x80xa6 httpstcokyALxef8fU
1170,bgeorgin70671677 MoneySavingExp Georgina really working hard dealxe2x80xa6 httpstcop7V7hrsZ77
1171,bAsh_470 Ash taken long come back This feature isnt available app onlxe2x80xa6 httpstcotZOb7v8YrH
1172,bTheGoodFoodShop There taken long come back working hard txe2x80xa6 httpstcoxeupQfGAyJ
1173,bnickychurchill Nicky message taken long come back worxe2x80xa6 httpstcocAMJ11lm8D
1174,bthejamesdixon James get team pop let know youre callinxe2x80xa6 httpstcoqlYrZLJ7x3
1175,bIamAMIT_M Sorry getting back Amit weve super busy across channels Did manaxe2x80xa6 httpstco4jcK5mCp35
1176,bgurtzingher getting back weve super busy across channels Have maxe2x80xa6 httpstcox4RL0CF5yH
1177,bPaulDobson88 Sorry getting back Paul weve super busy across channels Did gxe2x80xa6 httpstcoztiPfZ6DAZ
1178,bIf view statements easily Barclaycard app Donxe2x80x99t app Find howxe2x80xa6 httpstcoeWcb0NA1QU
1179,bercingokhantunc getting back weve super busy across channels Have yoxe2x80xa6 httpstcozJWuuTzbVg
1180,bchellemacgill We cant check delivery emails afraid Chelle sure team touch shortly Cass
1181,bRuthGrindrod1 Thats really great hear resolved Ruth thanks letting know Taxe2x80xa6 httpstcovRk1LTB2DK
1182,bpimran786 getting back weve super busy across channels Did manaxe2x80xa6 httpstcoSTiLDaiFk2
1183,bXanderNTweets Xander message taken long come back workingxe2x80xa6 httpstcouPOICfGSvw
1184,bak_mcrobbie Alison Id like try help Can pop let know late fee addexe2x80xa6 httpstcopoxwbdBEpp
1185,bSButtoo Sumit late reply take look website gives informationxe2x80xa6 httpstcop2ldhOgLmI
1186,bercingokhantunc alphalion8 With global restrictions place teams arent available momentxe2x80xa6 httpstcoAVCFHdWLxe
1187,bRuthGrindrod1 Ruth message taken long come back workixe2x80xa6 httpstcoqFER1ldRX3
1188,btravelsofalan Alan payment holiday form live All info apply right herexe2x80xa6 httpstcouuAFvKcqpb
1189,babigailbullen Tiger With global restrictions place teams arent available present whilexe2x80xa6 httpstcokDJtSaO7mh
1190,bmisterbassman49 They taking calls Brian due current situation customers txe2x80xa6 httpstcoCR5Ykhnk57
1191,bPhil_A_Irving 22 update urgently would call team directly 0800 161 5291xe2x80xa6 httpstcoTX8DXpYInF
1192,bPhil_A_Irving Apologies late reply Phil Wea working hard get queriexe2x80xa6 httpstcoJrYSosrTYr
1193,bercingokhantunc taken long come back working hard catch upxe2x80xa6 httpstcouG5Jl0NpXG
1194,bflypeIicanfly Joel Dont worry cant make payment month due impact Covid19 take axe2x80xa6 httpstcomfCySyt1fo
1195,bcmstygar getting back weve super busy across channels Have beenxe2x80xa6 httpstco6X7CxDOmZJ
1196,bmisterbassman49 Okay Brian case youll call speak digital team 0800 161 5300 betwexe2x80xa6 httpstcoQoz0UiuE9k
1197,bInsuranceLitSol Fantastic thanks letting know Kelvin Cass
1198,bRichie_B_Knight Richie With global restrictions place teams arent available momentxe2x80xa6 httpstcotxrosha0Sy
1199,bwreid306 William nnIxe2x80x99m reply wexe2x80x99re extremely busy momentnnI see itxe2x80x99s bexe2x80xa6 httpstcoUqolK4jPKX
1200,bChristi62390690 Apologies late reply coming back working hard go back toxe2x80xa6 httpstco53LlGvebME
1201,bGiveJoshMORE Josh request transfer credit balance back bank account online toxe2x80xa6 httpstcoJr37ACXCNN
1202,bGeekDad412 Adam getting back weve super busy across channelxe2x80xa6 httpstcoL2bWBml2Ii
1203,bTheKidSi really working hard deal amount queries axe2x80xa6 httpstcoiUKV0cXNBP
1204,bRachelpullen19 Really glad sorted thanks sharing Dan
1205,bmuckworms Dan Apologies late reply delete cookies clear cache try rexe2x80xa6 httpstcoH40kZjyg05
1206,bC0tt0n1 Apologies Mark limited team members available due Covid19 working hard txe2x80xa6 httpstcoSRu2I8h7S1
1207,bSamantha55133 Samantha Apologies working hard deal queries arexe2x80xa6 httpstco53Jkod95Bd
1208,b_Andy_Cope Andy tried call couple times yesterday couldnt get sure youxe2x80xa6 httpstco0wTapd60et
1209,bameloah It happen automatically Patricia Have checked see moved new account Ixe2x80xa6 httpstcodCFSsheRgS
1210,bthisistheyear Sorry getting back John Weve launched new service online youxe2x80xa6 httpstcomgZ7HHjtXi
1211,bSaluteMyGayness Mickneal74 Lola inputting UK postcode Cass
1212,bmummyvikki really wait Did manage speak team please let knxe2x80xa6 httpstcoauNAS3hHbD
1213,bMickneal74 Michael getting touch httpstcoRJ9kmFRZ9e applxe2x80xa6 httpstcoXI2335bBtJ
1214,bTammyClore Tammy thanks getting touch responding Can ask team yxe2x80xa6 httpstcoSKDsosLnRD
1215,bMarlonDWSmith appreciate frustrating Marlon We cannot unlock account via social media isnt secure Kristos
1216,btezo89 Tezo Sorry reply Although experiencing areas everything isxe2x80xa6 httpstcoeq94bAPqIn
1217,bInsuranceLitSol Kelvin We look help nnhttpstcoO2v1FoFjWVxe2x80xa6 httpstcoPFFgLJxXFa
1218,bDan_Linehan youre facing issues Dan help friends AskBarclaysUS wilxe2x80xa6 httpstcovGaOnxJeo9
1219,bChrisSc02504440 Chris see colleague asked pop canxe2x80xa6 httpstcoAXPspPry50
1220,bjosiejo30 hope shes able solve Jo pop let know hexe2x80xa6 httpstco0ISb9LwbXM
1221,bbiggerdeffer Mastercard No worries pal take care Dan
1222,bcali_cali Noelle responding message We certainly look help protect youxe2x80xa6 httpstcoqfn2A2StVs
1223,bbiggerdeffer Mastercard 22 youre able leave quieten little would save txe2x80xa6 httpstcoSjWl6gAirA
1224,bbiggerdeffer Mastercard There We get credit balance transferred back bank account buxe2x80xa6 httpstcoKWUWNiFgHU
1225,bJordsLiddle Jordan great see youve received We get credit balance transferred back yxe2x80xa6 httpstcoHxQLq3OW2x
1226,bWardy_25 message taken long come back Sorry yourexe2x80xa6 httpstcoLDunZHk5xH
1227,bCraftyMartin Hey Kevin getting back weve super busy across channelsxe2x80xa6 httpstcoJhHTG9GsBw
1228,bNatchanxo Our payment holiday form live All info apply right herexe2x80xa6 httpstco6ijEKhEGsJ
1229,bangelapolanco16 Apologies late reply Angela swamped every channel present less teamxe2x80xa6 httpstcon6MEY9jHS6
1230,bJWLevitt Jonathan Our friends AskBarclaysUS help Theyre available Monday Friday 9am5pm EST Nicola
1231,bAlexWood_Barton Alex getting back Did get sorted please pop oxe2x80xa6 httpstcoTREeE1v49H
1232,b_BillyHall Billy You dont worry certainly look raise chargebackxe2x80xa6 httpstco0r1Kpo0S6f
1233,bsciolisthjf getting back Howard weve super busy across channelsxe2x80xa6 httpstcozW46PZUN7X
1234,bmisterbassman49 Brian Apologies late reply Can please delete cookies clear cache anxe2x80xa6 httpstcoGZPi1stH51
1235,bsegar_petal Were really busy moment one colleagues definitely thexe2x80xa6 httpstcoVCvqxQT2ZR
1236,bShaunGDavey Shaun taken long come back working hard caxe2x80xa6 httpstco38rFwknaZg
1237,biamlauraj Wexe2x80x99ll still charge interest line existing rates balance payment holiday soxe2x80xa6 httpstcockCDIeYc5Z
1238,biamlauraj youxe2x80x99ve missed payment either March April youxe2x80x99re worried youxe2x80x99re miss onexe2x80xa6 httpstcoVDGR34AEcp
1239,biamlauraj You dont call set apply right httpstco2C3PNxZqPy 24
1240,biamlauraj Laura income affected coronavirus may entitled Barclaycard paymxe2x80xa6 httpstcot3XJ0XNVJT
1241,bL4UR3_N Lauren taken long come back working hard catchxe2x80xa6 httpstcohg536AeZAQ
1242,bClareBezzant Hey Clare getting back income affected coronaxe2x80xa6 httpstcoIz7kx3sTb7
1243,bNickNack024 Hey Nick late reply We fewer colleagues usual answering phones right nowxe2x80xa6 httpstcot2RkYSQUbD
1244,bJoshWillJames getting back Josh weve super busy across channelsxe2x80xa6 httpstcoJQEpEzlhny
1245,bKellyWelburn Hey Kelly late reply message We fewer colleagues usual answerixe2x80xa6 httpstco0aI0Fw7gbu
1246,bkezolly Kerri see one colleagues helped sent Ixe2x80xa6 httpstcoVIKPwvIiVJ
1247,bgabbyrosenthal Gabby really Were really busy moment caused somexe2x80xa6 httpstcogushGFI9Kk
1248,bstephenwilson37 getting back Stephen weve super busy across chanxe2x80xa6 httpstcoNSiChL4tRu
1249,bCFCArran Hey Arran still fewer colleagues usual answering phones right bexe2x80xa6 httpstco1GJpm7fURm
1250,bLynnElliotEsq You mentioned paid credit card account Barclaycard US As Barxe2x80xa6 httpstcoYtTOcTLYtH
1251,bAdamJParnell When Ive needed call Ive set phone charge loudspeaker getting nxe2x80xa6 httpstcotrProQDxbC
1252,bAdamJParnell Hey Adam youre able access account online recommend persist inxe2x80xa6 httpstcoDJi9r3zEUd
1253,burbankravdave Hey Dave late reply income affected coronavirus may bexe2x80xa6 httpstco8aHSyO1v5E
1254,bwhitefrank95 getting back Sean super busy across channels Didxe2x80xa6 httpstcoax7ULy5Vp7
1255,bWardy00 Hey Dave error codes messages get try log Corrina
1256,bsmnthklly Dm Samantha Ill see help Nikki httpstcomPqb4etrYV
1257,bgrantridley Ixe2x80x99d like give guidance please send Ixe2x80x99ll pick fxe2x80xa6 httpstcolez1IxBcdU
1258,bkathalula100 We review offers constantly Kath theres none available right worth cxe2x80xa6 httpstcoi4oYcB84Tj
1259,brichardfox92 really getting Richard Did manage get sorted Cass
1260,bpeterfin1 Hey Peter late reply Right dont definitive timescales disputesxe2x80xa6 httpstcoVTz0usuZYe
1261,bNeilNWLondon dont think anything pipeline moment automated servxe2x80xa6 httpstcocfB2c7OXw0
1262,bgrantridley Grant reply wexe2x80x99re extremely busy moment due current situaxe2x80xa6 httpstcoLP9x2b0gr6
1263,bgarethj85 Hey Gareth late reply You dispute transaction online right herexe2x80xa6 httpstcoKyJO1r0EZ8
1264,brhiannaoliviab reply wexe2x80x99re extremely busy moment appreciate patixe2x80xa6 httpstcooKdN27EhEC
1265,bLouisaChetnik Hey Louisa getting back Ahh totally understand theres info onxe2x80xa6 httpstcol8fHzjm6JK
1266,b_Andy_Cope Andy free quick call Cass
1267,bsusannah_t 22 working hard May ask reason trying get loggedxe2x80xa6 httpstcojoVyYx3ZLB
1268,bsusannah_t Susannah Apologies late reply confirm team definitely taking callsxe2x80xa6 httpstcoo7pEMwMUGw
1269,bCharlotteinett taken long come back working hard catch upxe2x80xa6 httpstcooccy894mYL
1270,bhenrybruford Hey Henry getting back Were experiencing high demand across oxe2x80xa6 httpstcoQdMbE93y40
1271,bLouMcGuire00 Hey Lou noticed messages youre needing help look foxe2x80xa6 httpstcomGk5mFMYHH
1272,bDebbyJWatson Hey Deboarh glad managed get sorted end apologies never gotxe2x80xa6 httpstcoRBj8pzTp8o
1273,bTheDarkJudge Due current situation experiencing higher call queues usual moment yoxe2x80xa6 httpstcoqGFsZU29HZ
1274,bTheDarkJudge Hey Dan get credit balance transferred back bank account would nexe2x80xa6 httpstcohB5CS9l5TF
1275,bDxrsh9 Sorry late reply Glad hear back running theres anything nexe2x80xa6 httpstco5f07Ly1wMw
1276,bBristolBloke5 We fewer colleagues answering phones right due coronavirus outbreak In turn wexe2x80x99xe2x80xa6 httpstcol1V4XDmlSI
1277,bSi_p Hey Simon form payment holidays running website theres call usxe2x80xa6 httpstcok5dHA4sjz4
1278,bfabcontrols Replying Nikki
1279,bWe know therexe2x80x99s lots change moment thatxe2x80x99s itxe2x80x99s important get touch Check yoxe2x80xa6 httpstcon1Vby5YsfU
1280,bLaoluOfficial trying online youre trying log dispute youd best printxe2x80xa6 httpstconbSarILqgO
1281,binguidowetrust happened hope managed get sorted certainly beenxe2x80xa6 httpstcoFiKi7ajIug
1282,bSLIMWIGG StubHubUK Chris youve dispute resolved didnt work favour Youxe2x80xa6 httpstco2QUz7rMeiy
1283,bJasonDobson10 Jason Ill pass feedback team Heres link youve already seen itxe2x80xa6 httpstcob89DFP6oNX
1284,bchar4ade That looks amazing Glad could help Charlotte Thank colleagues ongoingxe2x80xa6 httpstcoDMpS5mDBSg
1285,bManarInfo relation business account BcardBusiness available 9am 5pm Monday Friday Nikki
1286,bDanielLantos1 Daniel youve able get Id recommend time send payxe2x80xa6 httpstco4CGFrXE5WR
1287,bTrigster_1 Were able call Colin really Have managed get sorted since last reply Amiee
1288,bessextricky1984 Rick Can youre sorted yet Nikki httpstcomPqb4etrYV
1289,bsheldy82 David noticed tweet hoping managed get sorted Nikki
1290,bTshilham 22 Letters automated complaint logged teams working hard ablexe2x80xa6 httpstco00L0dI1wLX
1291,bTshilham Tam Ive read back sure mean stopping payment Were guaranteed method paymentxe2x80xa6 httpstcodjKUnRBhgW
1292,bOzoneVibe Just replying David likely due credits affect DD Nikki
1293,bmadelinerussell Hey Maddie dispute transaction online right httpstcoO2v1FoFjWV Theres lotsxe2x80xa6 httpstco2ClT85GXv3
1294,bKerbyEmily Due impact Covid19 team dealing disputes usual things taking lxe2x80xa6 httpstcogh6RVY7hPC
1295,bshappers1985 Simon unable arrange callbacks try team 0800 151 0900 betwxe2x80xa6 httpstcox2G8a6ZJIM
1296,bsscanners Got Ill email colleague Amy Stay safe Steph Nikki
1297,bsscanners Fab thanks Stephnn2 mins Ill tell nnThanks Nikki
